CUE Anexo|Jardín maternal|Inicial|Primaria|Secundaria|Secundaria Técnica (INET)|Superior no Universitario|Superior No Universitario (INET)
020096800|X|X|X|X|||
020096900||||||X|X
020097000|||X||||
020097100|||X||||
020097200|||X||||
020097300||||X|||
020097400||X|X|X||X|
020097500||X|||||
020097501||X|||||
020097502||X|||||
020097503||X|||||
020097600|X|X|X|X|||
020097700|X|X|X|X|||
020097800|X|X|X|X|||
020097900|||X||||
020098000||||X|||
020098200|||X||||
020098300|X|X|X|X|||
020098400|||X||||
020098500||||X|||
020098600||||X|||
020098700|||X||||
020098800||X|||||
020098900||X|X||||
020099000|X|X|X|X|||
020099100|||X||||
020099200|X|X|||||
020099300|||||||
020099400|||X||||
020099600|||X||||
020099700|X|X|X|X||X|
020099800|X|X|X|X|||
020099900|X|X|X|X|||
020100000|||X||||
020100100|X|X|||||
020100400|X|X|X|X|||
020100500|||X||||
020100600|||||||
020100700|||X||||
020100800|||X||||
020100900|||X||||
020101000||||X|||
020101100||||X|||
020101200|||||||
020101300|||X||||
020101400|||X||||
020101600|||||||
020101700||||||X|X
020101900||||||X|
020102100||||||X|
020102400|X|X|||||
020102500|||X||||
020102600|||X||||
020102700|||X||||
020102900||X|||||
020103000|||X||||
020103100|||||||
020103300|||||||
020103600|||X||||
020103800||||X|X||
020103900|||||||
020104000|X|X|X|X|||
020104100||||X|||
020104400|X|X|||||
020104600|||X||||
020104700|||X||||
020104900||X|X|X|||
020105000||X|||||
020105001||X|||||
020105002||X|||||
020105003||X|||||
020105100||||X|X||
020105200|X|X|X|X|||
020105300||X|X||||
020105400|X|X|X|X|||
020105500|||||||
020105700|X|X|||||
020105800||X|||||
020105801||X|||||
020105802||X|||||
020105803||X|||||
020105900|||X||||
020106000|||||||
020106100|||||||
020106200||||X|||
020106300|||||||
020106400|||||||
020106500|||||||
020106600|||||||
020106800||X|X||||
020106900||||X|||
020107000|||X||||
020107100|||||||
020107200|||||||
020107300|||||||
020107400||||||X|
020107500|||||||
020107600|||||||
020107700|||||||
020107800|||||||
020107900||||X|X||
020108000|||X||||
020108100|||X||||
020108200|||X||||
020108300|||||||
020108500||||X|X||
020108600|||X||||
020108700|||X||||
020108800||X|X|X|||
020109000||X|||||
020109100|X|X|X|X|||
020109200|||X||||
020109300|||X||||
020109400|||X||||
020109500|||X||||
020109600||||||X|
020109700|||||||
020109900|||||||
020110000|||||||
020110200|||X||||
020110300|||X||||
020110400||||||X|
020110500|||||||
020110600||||||X|X
020110700|||||||
020110900|||||||
020111000|||||||
020111100||X|X|X|||
020111300|||||||
020111400|||||||
020111500|||||||
020111600||||||X|X
020111700|||||||
020111800|||||||
020111900|||||||
020112100||||||X|X
020112200|||X||||
020112300|||||||
020112400|||X||||
020112500|||X||||
020112600||X|||||
020112800||||X|||
020112900|||||||
020113000|||||||
020113200||X|||||
020113300|||X||||
020113400|X|X|X|X|||
020113600||||X|||
020113700||||X|||
020113800||||||X|X
020113900||||||X|X
020114000|X|X|X|X|||
020114100|||||||
020114200|||||||
020114300|||||||
020114400|||||||
020114600|||X|X|||
020114700||X|X|X|||
020114800|||X||||
020114900|X|X|X|X|||
020115100||||||X|
020115200|||X||||
020115300||||||X|X
020115400|||||||
020115500||X|||||
020115800|||X||||
020116000|||X||||
020116100|||X||||
020116200||||X|||
020116300|||||||
020116500||X|||||
020116600|||X||||
020116700|||X||||
020116800|||X||||
020116900||||X|X||
020117000||||X|X||
020117100|X|X|X|X|||
020117200|||X||||
020117300||||||X|
020117301||||||X|
020117302||||||X|
020117303||||||X|
020117304||||||X|
020117305||||||X|
020117400||||X|||
020117500||||||X|X
020117600|X|X|X|X|||
020117700||X|X|X||X|
020117800|||X||||
020118100|X|X|||||
020118200||||X|||
020118500|||X||||
020118600|X|X|X|X|||
020118700|X|X|X|X|||
020118800||X|X|X|||
020118900|||X||||
020119000||X|X|X|||
020119100||X|X|X|||
020119200|||X||||
020119300|X|X|||||
020119400||X|||||
020119500||X|X|X|||
020119600||X|X|X|||
020119700|||X||||
020119800||||X|||
020119900|X|X|||||
020120100|X|X|||||
020120101||X|||||
020120102||X|||||
020120200|||X||||
020120400|X|X|X|X|||
020120600|X|X|X|X|||
020120800|||X||||
020120900|X|X|X|X|||
020121100||X|||||
020121101||X|||||
020121102||X|||||
020121200|||X||||
020121300|||X||||
020121400|||X|X||X|
020121401|X|X|||||
020121500|||X||||
020121600||||X|X||
020121700|X|X|X|X|||
020121800||X|X|X|||
020122000|X|X|X|X|||
020122100||X|X|X|||
020122200||||X|||
020122400||||||X|X
020122500||X|X|X||X|
020122800||||X|||
020122900|X|X|X|X|||
020123000||||X|X||
020123100||||X|||
020123200||||X|X||
020123300|X|X|X|X|||
020123400||||X|||
020123500|||||||
020123600|||||||
020123700|||X||||
020123900||X|X|X||X|
020124000|||X||||
020124100|||||||
020124300|||X||||
020124500||||X|||
020124700||||X|X||
020124800|X|X|X|X|||
020125000||||X|||
020125100|X|X|X|X|||
020125200|X|X|X|X|||
020125300||||X|X||
020125400|||X||||
020125500|||X||||
020125600||X|X||||
020126000|||X||||
020126100|||X||||
020126200|||X||||
020126300|||X||||
020126400|||X||||
020126500|||X||||
020126600|X|X|X|X|||
020126700||||X|||
020126800|X|X|X|X|||
020126900|X|X|X|X|||
020127000|X|X|X|X|||
020127100||||X|||
020127200|||X||||
020127300|X|X|||||
020127600|X|X|X|X|||
020127800||X|||||
020127802|X|X|||||
020127900|||X||||
020128000|X|X|X|X|||
020128100||||X|||
020128200|||||||
020128300|||||||
020128400||||||X|X
020128500|||||||
020128600|||||||
020128700||||||X|X
020128800||||X|||
020128900|||||||
020129000||X|X|X|||
020129100|||X||||
020129200|||X||||
020129400|||X||||
020129500|X|X|||||
020129600|X|X|X||||
020129700|X|X|X|X||X|
020129800||||X|X||
020129900|X|X|X|X|||
020130000|X|X|X|X|||
020130100|||X||||
020130200|||X||||
020130300||||X|||
020130400||X|X|X|||
020130500||X|X|X|||
020130600||X|X|X|||
020130700||X|||||
020130705||X|||||
020130706||X|||||
020130707||X|||||
020130708||X|||||
020130800|||X||||
020130900||X|||||
020131000||X|X||||
020131100|X|X|||||
020131200|||X||||
020131300||X|||||
020131400|X|X|X|X|||
020131600|X|X|||||
020131800||||X|X||
020131900|X|X|X|X|||
020132000|||X||||
020132100|||X||||
020132200|||X||||
020132300||X|X|X|||
020132500||X|||||
020132501||X|||||
020132502||X|||||
020132503||X|||||
020132600|||X||||
020132700|||||||
020132800||X|X|X|||
020132801||||||X|
020132900||||||X|
020132901|X|X|||||
020133000|||X||||
020133100||||X||X|
020133200||||X|||
020133400|X|X|X|X|||
020133500|X|X|X|X|||
020133600||||X|||
020133700|X|X|X|X|||
020133900|X|X|X|X|||
020134000|||X||||
020134100|X|X|X||||
020134200|X|X|X|X|||
020134300|||X||||
020134400|||X||||
020134500|||X|X|||
020134600|X|X|X|X|||
020134700|||X||||
020134800||||X|||
020134900|||||||
020135000|||||||
020135100|||X||||
020135200||||X|||
020135300|||X||||
020135400|||X||||
020135500|||X||||
020135700|||X||||
020135900|||||||
020136000||||||X|
020136100||||||X|X
020136400|||X||||
020136500|||X||||
020136600|||X||||
020136700|||X||||
020136800|||X||||
020136900||X|||||
020136901||X|||||
020136902||X|||||
020136903||X|||||
020137000||X|X|X|||
020137100|X|X|||||
020137200||X|||||
020137201||X|||||
020137202||X|||||
020137203||X|||||
020137300|X|X|X|X|||
020137400|||X||||
020137500|||X||||
020137800||||||X|
020138100|X|X|X|X|||
020138400||||X|||
020138600||||X|||
020138601|||X||||
020138602|X|X|||||
020138700|||||||
020138900|||||||
020139100|X|X|X|X|||
020139200|||X||||
020139300||||||X|
020139400|||X||||
020139500|||X||||
020139700||X|X|X|||
020139800|||X||||
020139900|||X||||
020140000||X|||||
020140100|||X||||
020140200|||X||||
020140300|X|X|X||||
020140400||X|X|X|||
020140500||X|||||
020140600||X|X||||
020140800||X|X|X|||
020140900||X|||||
020140903|X|X|||||
020140905||X|||||
020141000||||X|||
020141100||||||X|
020141200|||||||
020141300|||||||
020141400||||||X|
020141500|||||||
020141600||||X|||
020141700|||||||
020141800|||||||
020141900||||X|||
020142000||||||X|X
020142200||||X|||
020142300|||||||
020142400|||||||
020143100|X|X|X|X|||
020143200||||||X|X
020143300|||X||||
020143400|||X||||
020143500|||X||||
020143600|||X||||
020144000||X|||||
020144100||X|||||
020144101||X|||||
020144102||X|||||
020144103||X|||||
020144200|||X||||
020144400|||||||
020144600||||X|||
020144700|||||||
020144800||||X|X||
020144900|||X||||
020145000|||||||
020145300||||||X|X
020145500|||||||
020145600||||X|X||
020145700||||X|||
020145800|||||||
020145900||||||X|
020146000|||||||
020146100|||||||
020146200|||||||
020146300|||||||
020146400|||||||
020146600|||||||
020146700||||X|||
020146800|||X||||
020146900|X|X|||||
020147000||X|||||
020147001||X|||||
020147002||X|||||
020147003||X|||||
020147100|X|X|||||
020147101||X|||||
020147200|X|X|X|X|||
020147300|X|X|X|X|||
020147400|X|X|X|X|||
020147500||||X|X||
020147600|X|X|X|X|||
020147700|||||||
020147800||X|||||
020147801||X|||||
020147802||X|||||
020147803||X|||||
020147900|X|X|X|X||X|
020148000||X|X|X|||
020148200||X|X|X|||
020148300||X|X|X||X|
020148500||X|X|X|||
020148600|||X||||
020148700|X|X|||||
020148900|X|X|X|X|||
020149000|X|X|X||||
020149200|||||||
020149400|||X|X|||
020149600||||X||X|
020149700|||X||||
020149800|||X||||
020149900||X|X|X|||
020150000|||X||||
020150100||||X|||
020150400|X|X|X|X|||
020150500|||X||||
020150600|X|X|X|X||X|
020150700||||X|||
020150800|X|X|X||||
020150900|||X||||
020151000|||X||||
020151100|X|X|X|X|||
020151200||||X|||
020151300|X|X|X|X|||
020151400|X|X|X|X|||
020151600|||X||||
020151700||||X|||
020151800||X|X|X|||
020151900|X|X|X|X|||
020152000|X|X|X|X|||
020152100|||X||||
020152200||X|||||
020152201||X|||||
020152202||X|||||
020152203||X|||||
020152204||X|||||
020152300|||X||||
020152400||||X|||
020152500||||X|||
020152501|||||||
020152600|||X||||
020152700||||X|X||
020153000|X|X|X|X|||
020153100||||X|X||
020153200|||X||||
020153300|||X||||
020153400||X|X|X||X|
020153500||X|X||||
020153600|||X||||
020153700|||||||
020153800||X|X|X|||
020153900|||X||||
020154000|||X||||
020154100|||X||||
020154400||X|||||
020154401||X|||||
020154402||X|||||
020154403||X|||||
020154500||X|||||
020154501||X|||||
020154503||X|||||
020154600|||X||||
020154700|||||||
020154800|||X||||
020154900|||X||||
020155000|||||||
020155100||X|||||
020155101||X|||||
020155102|X|X|||||
020155200||X|||||
020155300||||X|||
020155400||X|||||
020155401||X|||||
020155500|||X||||
020155600|||||||
020155800||||||X|
020155900|||X||||
020156000|||||||
020156300|X|X|X|X|||
020156400|||||||
020156500|||X||||
020156600|||||||
020156700||X|X|X|||
020156900||X|||||
020156902||X|||||
020156903||X|||||
020157000|||X||||
020157100|||X||||
020157200|||X||||
020157400|X|X|||||
020157401|X|X|||||
020157402||X|||||
020157403||X|||||
020157500|||X||||
020157600|||||||
020157700||||||X|
020157800|||||||
020158000|||X||||
020158100|||X||||
020158200|||||||
020158300||X|||||
020158301||X|||||
020158400|||X||||
020158500|||X||||
020158600|X|X|X|X|||
020158700||X|||||
020158701||X|||||
020158702||X|||||
020158703||X|||||
020158800|||X||||
020158900|||X||||
020159100|||X||||
020159200||X|||||
020159201||X|||||
020159202||X|||||
020159203||X|||||
020159204||X|||||
020159205||X|||||
020159300||X|||||
020159301||X|||||
020159302||X|||||
020159500|X|X|||||
020159502||X|||||
020159600|X|X|||||
020159601||X|||||
020159602||X|||||
020159700||X|||||
020159701||X|||||
020159702|X|X|||||
020159703||X|||||
020159800|||||||
020159801|||||||
020159802|||||||
020159803|||||||
020159804|||||||
020159805|||||||
020159806|||||||
020159809|||||||
020159810|||||||
020159812|||||||
020159815|||||||
020159818|||||||
020159819|||||||
020159822|||||||
020159823|||||||
020159824|||||||
020159825|||||||
020159826|||||||
020159827|||||||
020159828|||||||
020159829|||||||
020159831|||||||
020159833|||||||
020159838|||||||
020159839|||||||
020159840|||||||
020159842|||||||
020159846|||||||
020159848|||||||
020159850|||||||
020159855|||||||
020159856|||||||
020159857|||||||
020159859|||||||
020159861|||||||
020159862|||||||
020159863|||||||
020159866|||||||
020159867|||||||
020159868|||||||
020159869|||||||
020159870|||||||
020159872|||||||
020159873|||||||
020159874|||||||
020159875|||||||
020159877|||||||
020159878|||||||
020159879|||||||
020159880|||||||
020159881|||||||
020159882|||||||
020159883|||||||
020159884|||||||
020159885|||||||
020159886|||||||
020159888|||||||
020159889|||||||
020159900|||||||
020160000|||X||||
020160100||X|||||
020160101||X|||||
020160102||X|||||
020160200|||X||||
020160300||||||X|X
020160400|||||||
020160500||||||X|X
020160600|||||||
020160700|||||||
020160803||X|||||
020160806||X|||||
020160807||X|||||
020161000|X|X|X|X|||
020161100|X|X|X|X|||
020161500||X|X||||
020161600||||X|||
020161800|||X||||
020162000|||||||
020162100|X|X|||||
020162200|||||||
020162400|||||||
020162500|||||||
020162700||X|||||
020162900|X|X|X|X|||
020163100||||||X|X
020163200|||||||
020163700|||X||||
020163800||X|||||
020163801||X|||||
020163802||X|||||
020163803||X|||||
020163804||X|||||
020163900|||X||||
020164000|||X||||
020164300|||||||
020164400||||||X|
020164600||X|X|X|||
020164800|||X||||
020164900||||||X|
020165000|X|X|||||
020165100|||||||
020165200|||X||||
020165300||X|||||
020165301||X|||||
020165302||X|||||
020165303||X|||||
020165600|X|X|X||||
020165800||X|||||
020165801|X|X|||||
020165802||X|||||
020165803||X|||||
020165900|||X||||
020166000|||X||||
020166100|||X||||
020166200|||X||||
020166300|||||||
020166500|||X||||
020166600|X|X|||||
020166700||||||X|X
020167000|||||||
020167100||||X|||
020167300||X|X|X|||
020167500||X|X|X|||
020167600|||X||||
020167700|||X||||
020167800|||X||||
020167900|||X||||
020168000||X|X||||
020168100||X|X|X|||
020168200|||X||||
020168300|||X||||
020168400||X|||||
020168500|X|X|X|X||X|
020168600|||X||||
020168700|||X||||
020168800||X|X|X|||
020168900|X|X|X|X|||
020169000||X|X|X|||
020169100|X|X|X|X|||
020169200|X|X|||||
020169203||X|||||
020169204||X|||||
020169300||X|X|X||X|
020169400||||X|X||
020169600|X|X|X|X|||
020169700|X|X|||||
020169800|||X||||
020169900|X|X|X|X|||
020170000|X|X|X|X|||
020170100||||X|||
020170200||X|X|X|||
020170300|X|X|X|X|||
020170500|X|X|X|X||X|
020170600||X|||||
020170601||X|||||
020170602||X|||||
020170603||X|||||
020170900|X|X|X|X||X|
020170901|||||||
020171200|||X||||
020171300|||X||||
020171700||||X|||
020171800|||||||
020171900|||X||||
020172200|||||||
020172300|||||||
020172500||||||X|
020172700|X|X|||||
020172800|X||||||
020172900|X|X|||||
020173000|X|X|||||
020173200|X|X|||||
020173300|X|X|||||
020173600|X|X|X||||
020173700|||||||
020173800||||||X|
020173900|X|X|X||||
020174400||||||X|X
020174500||||||X|
020174600||||||X|
020174700|||||||
020174800||||||X|X
020175000||X|X|X|||
020175100|||X||||
020175300||X|X||||
020175600|X|X|X||||
020175700|X|X|||||
020175900||X|X||||
020176000|X|X|||||
020176400||X|X||||
020176500|X|X|||||
020176800|||||||
020176900|X|X|X||||
020177500|X|X|X||||
020177700||X|||||
020177800||||X||X|
020177801|X|X|X||||
020178000|||||||
020178100||||||X|X
020178200|X|X|||||
020178300||||X|||
020178400||||||X|X
020178500|X|X|||||
020178600||||||X|
020178700||||||X|X
020178800|||X||||
020178900||||X|||
020179200|X|X|X||||
020179600||||||X|X
020179800||||||X|
020180000||||||X|
020180300||||X|||
020180900||X|||||
020181000||X|||||
020181100|X|X|X||||
020181200|X|X|X||||
020181500|||||||
020181600|X|X|X||||
020181700|X|X|||||
020181900|X|X|X||||
020182000|||||||
020182200|X|X|X||||
020182300||||X|||
020182600|X|X|X|X|||
020183100|||||||
020183200||||||X|X
020183300||||X|||
020183400||||||X|X
020183700|||||||
020183800|X|X|||||
020183900|||X||||
020184000|||X||||
020184100||X|||||
020184500|||||||
020184501|||||||
020184502|||||||
020184503|||||||
020184504|||||||
020184505|||||||
020184506|||||||
020184507|||||||
020184508|||||||
020184509|||||||
020184510|||||||
020184511|||||||
020184513|||||||
020184515|||||||
020184516|||||||
020184517|||||||
020184518|||||||
020184519|||||||
020184520|||||||
020184521|||||||
020184522|||||||
020184523|||||||
020184524|||||||
020184525|||||||
020184526|||||||
020184528|||||||
020184529|||||||
020184530|||||||
020184531|||||||
020184532|||||||
020184533|||||||
020184534|||||||
020184535|||||||
020184536|||||||
020184537|||||||
020184538|||||||
020184539|||||||
020184540|||||||
020184541|||||||
020184542|||||||
020184543|||||||
020184544|||||||
020184545|||||||
020184546|||||||
020184547|||||||
020184549|||||||
020184550|||||||
020184551|||||||
020184552|||||||
020184554|||||||
020184555|||||||
020184556|||||||
020184557|||||||
020184561|||||||
020184562|||||||
020184566|||||||
020184570|||||||
020184571|||||||
020184572|||||||
020184574|||||||
020184576|||||||
020184580|||||||
020184581|||||||
020184584|||||||
020184586|||||||
020184589|||||||
020184590|||||||
020184591|||||||
020184596|||||||
020184597|||||||
020184598|||||||
020184599|||||||
020184700|||||||
020184900||||||X|X
020185000||X|X||||
020185100||X|||||
020185200||X|||||
020185300||||||X|X
020185600|X|X|||||
020185601||||||X|
020185700|X|X|||||
020185900||||||X|
020186400||X|||||
020186500||X|X||||
020186600|X|X|||||
020186800|X|X|X||||
020186900|X|X|X|X|||
020187300||X|X||||
020187700||||||X|X
020188000||||||X|
020188100||||X|||
020188200|X|X|||||
020188300||X|X||||
020188400|X|X|||||
020188600|||||||
020188700||X|X||||
020188800||||X||X|
020188900||||||X|
020189000|X|X|||||
020189100|X|X|||||
020189200|X|X|X||||
020189400||X|||||
020189500|X|X|X|X|||
020189700|X|X|X||||
020189900|X||||||
020190000|X|X|||||
020190100|X||||||
020190500|X|X|X||||
020190600|X|X|X||||
020190700||X|X|X|||
020191000|X|X|X||||
020191300|||||||
020191500|||||||
020191900||||||X|X
020192100||||||X|
020192600||||||X|
020192700|||||||
020193200||||||X|X
020193400|||||||
020193500|||||||
020193700|||||||
020193800|||||||
020193900|||||||
020194100|||||||
020194200|||||||
020194300|||||||
020194400|||||||
020194500|||||||
020194600|||||||
020194700|||||||
020194800|||||||
020194900|||||||
020195000|||||||
020195100|||||||
020195200|||||||
020195300|||||||
020195400|||||||
020195401|||||||
020195500|||||||
020195700|X|X|X||||
020195800|||||||
020195801||X|||||
020195802||X|||||
020195900||||||X|
020196000|||||||
020196200||||||X|
020196500|||||||
020196600|||||||
020196900|||||||
020197000|||||||
020197100|||||||
020197200|||||||
020197300|||||||
020197400|||||||
020197600|||||||
020197700|||||||
020197800|||||||
020197900|||||||
020198000|||||||
020198100|||||||
020198400|||||||
020198500|||||||
020198700|||||||
020198800|||||||
020199000|||||||
020199100|||||||
020199200|||||||
020199300|||||||
020199400|||||||
020199500|||||||
020199800|||||||
020200000|||||||
020200200||||||X|
020200500||||||X|
020200600|||||||
020200601|||||||
020200603|||||||
020200604|||||||
020200700|||||||
020200701|||||||
020200702|||||||
020200703|||||||
020200704|||||||
